ocel:eid,ocel:activity,ocel:timestamp,execution_mode
e_000019375,Approve Purchase Order,2026-01-06 08:09:00,automated
e_000019376,Send Purchase Order,2026-01-06 13:09:00,automated
e_000019377,Receive Goods,2026-01-11 13:09:00,automated
e_000019378,Record Goods Receipt,2026-01-11 18:09:00,automated
e_000019379,Receive Goods,2026-01-15 18:09:00,manual
e_000019380,Record Goods Receipt,2026-01-16 02:09:00,manual
e_000019381,Receive Invoice,2026-01-21 02:09:00,manual
e_000019382,Match Invoice,2026-01-22 00:09:00,manual
e_000019383,Approve Invoice,2026-01-22 07:09:00,manual
e_000019384,Pay Invoice,2026-02-01 07:09:00,automated
e_000019385,Create Purchase Order,2026-01-01 18:25:00,manual
e_000019386,Approve Purchase Order,2026-01-01 19:25:00,manual
e_000019387,Send Purchase Order,2026-01-01 22:25:00,human_in_loop
e_000019388,Receive Goods,2026-01-06 22:25:00,manual
e_000019389,Record Goods Receipt,2026-01-07 06:25:00,ai_assisted
e_000019390,Receive Goods,2026-01-08 06:25:00,manual
e_000019391,Record Goods Receipt,2026-01-08 10:25:00,manual
e_000019392,Receive Invoice,2026-01-14 10:25:00,manual
e_000019393,Match Invoice,2026-01-14 18:25:00,ai_assisted
e_000019394,Approve Invoice,2026-01-15 14:25:00,manual
e_000019395,Pay Invoice,2026-01-17 14:25:00,automated
e_000019396,Create Purchase Order,2026-01-02 04:51:00,automated
e_000019397,Approve Purchase Order,2026-01-02 07:51:00,human_in_loop
e_000019398,Send Purchase Order,2026-01-02 11:51:00,ai_assisted
e_000019399,Receive Goods,2026-01-05 11:51:00,automated
e_000019400,Record Goods Receipt,2026-01-05 16:51:00,manual
e_000019401,Receive Invoice,2026-01-09 16:51:00,automated
e_000019402,Match Invoice,2026-01-10 14:51:00,human_in_loop
e_000019403,Approve Invoice,2026-01-11 07:51:00,manual
e_000019404,Pay Invoice,2026-01-18 07:51:00,automated
e_000019405,Create Purchase Order,2026-01-01 20:09:00,automated
e_000019406,Approve Purchase Order,2026-01-02 00:09:00,manual
e_000019407,Send Purchase Order,2026-01-02 04:09:00,automated
e_000019408,Receive Goods,2026-01-07 04:09:00,automated
e_000019409,Record Goods Receipt,2026-01-07 13:09:00,human_in_loop
e_000019410,Receive Invoice,2026-01-14 13:09:00,manual
e_000019411,Match Invoice,2026-01-15 05:09:00,manual
e_000019412,Approve Invoice,2026-01-16 03:09:00,human_in_loop
e_000019413,Pay Invoice,2026-01-24 03:09:00,manual
e_000019414,Create Purchase Order,2026-01-03 22:45:00,automated
e_000019415,Approve Purchase Order,2026-01-04 00:45:00,human_in_loop
e_000019416,Send Purchase Order,2026-01-04 06:45:00,manual
e_000019417,Receive Goods,2026-01-06 06:45:00,manual
e_000019418,Record Goods Receipt,2026-01-06 16:45:00,human_in_loop
e_000019419,Receive Invoice,2026-01-12 16:45:00,manual
e_000019420,Match Invoice,2026-01-12 18:45:00,ai_assisted
e_000019421,Approve Invoice,2026-01-13 12:45:00,ai_assisted
e_000019422,Pay Invoice,2026-01-16 12:45:00,human_in_loop
e_000019423,Create Purchase Order,2026-01-01 17:32:00,automated
e_000019424,Approve Purchase Order,2026-01-01 23:32:00,manual
e_000019425,Send Purchase Order,2026-01-02 04:32:00,automated
e_000019426,Receive Goods,2026-01-04 04:32:00,automated
e_000019427,Record Goods Receipt,2026-01-04 12:32:00,manual
e_000019428,Receive Invoice,2026-01-05 12:32:00,ai_assisted
e_000019429,Match Invoice,2026-01-06 06:32:00,manual
e_000019430,Resolve Invoice Mismatch,2026-01-06 12:32:00,manual
e_000019431,Match Invoice,2026-01-06 14:32:00,manual
e_000019432,Approve Invoice,2026-01-07 14:32:00,ai_assisted
e_000019433,Pay Invoice,2026-01-11 14:32:00,manual
e_000019434,Create Purchase Order,2026-01-01 11:20:00,automated
e_000019435,Approve Purchase Order,2026-01-04 14:20:00,ai_assisted
e_000019436,Send Purchase Order,2026-01-04 20:20:00,automated
e_000019437,Receive Goods,2026-01-07 20:20:00,automated
e_000019438,Record Goods Receipt,2026-01-08 02:20:00,automated
e_000019439,Receive Invoice,2026-01-15 02:20:00,manual
e_000019440,Match Invoice,2026-01-20 01:20:00,automated
e_000019441,Approve Invoice,2026-01-20 07:20:00,human_in_loop
e_000019442,Pay Invoice,2026-01-21 07:20:00,automated
e_000019443,Create Purchase Order,2026-01-05 04:15:00,automated
e_000019444,Approve Purchase Order,2026-01-05 06:15:00,manual
e_000019445,Send Purchase Order,2026-01-05 08:15:00,automated
e_000019446,Receive Goods,2026-01-10 08:15:00,automated
e_000019447,Record Goods Receipt,2026-01-10 16:15:00,human_in_loop
e_000019448,Receive Invoice,2026-01-12 16:15:00,automated
e_000019449,Match Invoice,2026-01-13 15:15:00,automated
e_000019450,Approve Invoice,2026-01-13 22:15:00,manual
e_000019451,Pay Invoice,2026-01-21 22:15:00,automated
e_000019452,Create Purchase Order,2026-01-03 12:19:00,automated
e_000019453,Approve Purchase Order,2026-01-03 19:19:00,manual
e_000019454,Send Purchase Order,2026-01-03 22:19:00,manual
e_000019455,Receive Goods,2026-01-06 22:19:00,automated
e_000019456,Record Goods Receipt,2026-01-07 05:19:00,manual
e_000019457,Receive Goods,2026-01-10 05:19:00,manual
e_000019458,Record Goods Receipt,2026-01-10 12:19:00,manual
e_000019459,Receive Invoice,2026-01-11 12:19:00,automated
e_000019460,Match Invoice,2026-01-11 16:19:00,manual
e_000019461,Approve Invoice,2026-01-12 15:19:00,human_in_loop
e_000019462,Pay Invoice,2026-01-21 15:19:00,automated
e_000019463,Receive Invoice,2026-01-28 15:19:00,automated
e_000019464,Match Invoice,2026-01-29 13:19:00,manual
e_000019465,Approve Invoice,2026-01-30 07:19:00,automated
e_000019466,Pay Invoice,2026-02-02 07:19:00,manual
e_000019467,Create Purchase Order,2026-01-02 00:20:00,human_in_loop
e_000019468,Request Purchase Order Change,2026-01-02 02:20:00,manual
e_000019469,Update Purchase Order,2026-01-02 12:20:00,manual
e_000019470,Approve Purchase Order,2026-01-02 14:20:00,automated
e_000019471,Send Purchase Order,2026-01-02 20:20:00,automated
e_000019472,Receive Goods,2026-01-06 20:20:00,manual
e_000019473,Record Goods Receipt,2026-01-07 00:20:00,manual
e_000019474,Receive Goods,2026-01-10 00:20:00,human_in_loop
e_000019475,Record Goods Receipt,2026-01-10 08:20:00,automated
e_000019476,Receive Invoice,2026-01-13 08:20:00,automated
e_000019477,Match Invoice,2026-01-13 20:20:00,manual
e_000019478,Resolve Invoice Mismatch,2026-01-14 18:20:00,manual
e_000019479,Match Invoice,2026-01-15 01:20:00,manual
e_000019480,Approve Invoice,2026-01-15 21:20:00,manual
e_000019481,Pay Invoice,2026-01-24 21:20:00,automated
e_000019482,Create Purchase Order,2026-01-01 19:48:00,automated
e_000019483,Approve Purchase Order,2026-01-01 23:48:00,human_in_loop
e_000019484,Send Purchase Order,2026-01-02 03:48:00,automated
e_000019485,Receive Goods,2026-01-05 03:48:00,automated
e_000019486,Record Goods Receipt,2026-01-05 12:48:00,automated
e_000019487,Receive Invoice,2026-01-12 12:48:00,manual
e_000019488,Match Invoice,2026-01-20 17:48:00,manual
e_000019489,Approve Invoice,2026-01-21 02:48:00,manual
e_000019490,Pay Invoice,2026-01-25 02:48:00,automated
e_000019491,Create Purchase Order,2026-01-05 11:34:00,manual
e_000019492,Approve Purchase Order,2026-01-05 16:34:00,manual
e_000019493,Send Purchase Order,2026-01-05 19:34:00,manual
e_000019494,Receive Goods,2026-01-10 19:34:00,manual
e_000019495,Record Goods Receipt,2026-01-11 01:34:00,manual
e_000019496,Receive Invoice,2026-01-15 01:34:00,manual
e_000019497,Match Invoice,2026-01-25 18:34:00,manual
e_000019498,Resolve Invoice Mismatch,2026-01-26 05:34:00,manual
e_000019499,Match Invoice,2026-01-26 15:34:00,ai_assisted
e_000019500,Approve Invoice,2026-01-27 06:34:00,automated
e_000019501,Pay Invoice,2026-02-01 06:34:00,automated
e_000019502,Create Purchase Order,2026-01-04 18:27:00,automated
e_000019503,Approve Purchase Order,2026-01-05 00:27:00,manual
e_000019504,Send Purchase Order,2026-01-05 06:27:00,automated
e_000019505,Receive Goods,2026-01-06 06:27:00,automated
e_000019506,Record Goods Receipt,2026-01-06 15:27:00,manual
e_000019507,Receive Goods,2026-01-07 15:27:00,human_in_loop
e_000019508,Record Goods Receipt,2026-01-07 16:27:00,manual
e_000019509,Receive Invoice,2026-01-11 16:27:00,manual
e_000019510,Match Invoice,2026-01-12 00:27:00,ai_assisted
e_000019511,Approve Invoice,2026-01-12 13:27:00,manual
e_000019512,Pay Invoice,2026-01-18 13:27:00,automated
e_000019513,Create Purchase Order,2026-01-02 03:11:00,automated
e_000019514,Approve Purchase Order,2026-01-02 09:11:00,manual
e_000019515,Send Purchase Order,2026-01-02 10:11:00,automated
e_000019516,Receive Goods,2026-01-06 10:11:00,manual
e_000019517,Record Goods Receipt,2026-01-06 13:11:00,manual
e_000019518,Receive Goods,2026-01-10 13:11:00,automated
e_000019519,Record Goods Receipt,2026-01-10 16:11:00,manual
e_000019520,Receive Invoice,2026-01-16 16:11:00,automated
e_000019521,Match Invoice,2026-01-17 02:11:00,ai_assisted
e_000019522,Approve Invoice,2026-01-17 20:11:00,automated
e_000019523,Pay Invoice,2026-01-25 20:11:00,human_in_loop
e_000019524,Receive Invoice,2026-01-30 20:11:00,manual
e_000019525,Match Invoice,2026-01-31 17:11:00,manual
e_000019526,Approve Invoice,2026-02-01 12:11:00,manual
e_000019527,Pay Invoice,2026-02-09 12:11:00,automated
e_000019528,Create Purchase Order,2026-01-01 08:13:00,human_in_loop
e_000019529,Approve Purchase Order,2026-01-01 09:13:00,manual
e_000019530,Send Purchase Order,2026-01-01 14:13:00,manual
e_000019531,Receive Goods,2026-01-02 14:13:00,manual
e_000019532,Record Goods Receipt,2026-01-02 16:13:00,automated
e_000019533,Receive Invoice,2026-01-09 16:13:00,automated
e_000019534,Match Invoice,2026-01-10 03:13:00,automated
e_000019535,Resolve Invoice Mismatch,2026-01-10 12:13:00,automated
e_000019536,Match Invoice,2026-01-10 23:13:00,ai_assisted
e_000019537,Approve Invoice,2026-01-11 01:13:00,manual
e_000019538,Pay Invoice,2026-01-16 01:13:00,manual
e_000019539,Create Purchase Order,2026-01-01 10:08:00,automated
e_000019540,Approve Purchase Order,2026-01-01 12:08:00,manual
e_000019541,Send Purchase Order,2026-01-01 16:08:00,automated
e_000019542,Receive Goods,2026-01-06 16:08:00,manual
e_000019543,Record Goods Receipt,2026-01-06 21:08:00,manual
e_000019544,Receive Invoice,2026-01-07 21:08:00,manual
e_000019545,Match Invoice,2026-01-08 18:08:00,manual
e_000019546,Approve Invoice,2026-01-09 17:08:00,manual
e_000019547,Pay Invoice,2026-01-10 17:08:00,manual
e_000019548,Create Purchase Order,2026-01-03 14:52:00,automated
e_000019549,Approve Purchase Order,2026-01-03 19:52:00,ai_assisted
e_000019550,Send Purchase Order,2026-01-03 22:52:00,automated
e_000019551,Receive Goods,2026-01-08 22:52:00,automated
e_000019552,Record Goods Receipt,2026-01-09 01:52:00,automated
e_000019553,Receive Goods,2026-01-10 01:52:00,human_in_loop
e_000019554,Record Goods Receipt,2026-01-10 10:52:00,manual
e_000019555,Receive Invoice,2026-01-15 10:52:00,manual
e_000019556,Match Invoice,2026-01-19 04:52:00,automated
e_000019557,Resolve Invoice Mismatch,2026-01-20 18:52:00,manual
e_000019558,Match Invoice,2026-01-21 08:52:00,automated
e_000019559,Approve Invoice,2026-01-21 17:52:00,automated
e_000019560,Pay Invoice,2026-01-26 17:52:00,automated
e_000019561,Create Purchase Order,2026-01-04 13:55:00,automated
e_000019562,Approve Purchase Order,2026-01-04 17:55:00,manual
e_000019563,Send Purchase Order,2026-01-04 21:55:00,manual
e_000019564,Receive Goods,2026-01-09 21:55:00,manual
e_000019565,Record Goods Receipt,2026-01-09 22:55:00,human_in_loop
e_000019566,Receive Invoice,2026-01-12 22:55:00,automated
e_000019567,Match Invoice,2026-01-16 09:55:00,automated
e_000019568,Approve Invoice,2026-01-17 09:55:00,manual
e_000019569,Pay Invoice,2026-01-21 09:55:00,manual
e_000019570,Create Purchase Order,2026-01-03 19:47:00,manual
e_000019571,Approve Purchase Order,2026-01-04 01:47:00,automated
e_000019572,Send Purchase Order,2026-01-04 06:47:00,manual
e_000019573,Receive Goods,2026-01-07 06:47:00,manual
e_000019574,Record Goods Receipt,2026-01-07 11:47:00,automated
e_000019575,Receive Invoice,2026-01-14 11:47:00,automated
e_000019576,Match Invoice,2026-01-14 22:47:00,automated
e_000019577,Approve Invoice,2026-01-15 11:47:00,manual
e_000019578,Pay Invoice,2026-01-17 11:47:00,automated
e_000019579,Create Purchase Order,2026-01-03 03:04:00,automated
e_000019580,Approve Purchase Order,2026-01-03 10:04:00,manual
e_000019581,Send Purchase Order,2026-01-03 13:04:00,automated
e_000019582,Receive Goods,2026-01-04 13:04:00,human_in_loop
e_000019583,Record Goods Receipt,2026-01-04 15:04:00,manual
e_000019584,Receive Invoice,2026-01-08 15:04:00,manual
e_000019585,Match Invoice,2026-01-09 09:04:00,ai_assisted
e_000019586,Approve Invoice,2026-01-09 11:04:00,manual
e_000019587,Pay Invoice,2026-01-18 11:04:00,automated
e_000019588,Create Purchase Order,2026-01-03 09:21:00,automated
e_000019589,Approve Purchase Order,2026-01-03 15:21:00,manual
e_000019590,Send Purchase Order,2026-01-03 19:21:00,automated
e_000019591,Receive Goods,2026-01-06 19:21:00,manual
e_000019592,Record Goods Receipt,2026-01-06 23:21:00,manual
e_000019593,Receive Invoice,2026-01-13 23:21:00,automated
e_000019594,Match Invoice,2026-01-14 21:21:00,automated
e_000019595,Approve Invoice,2026-01-15 07:21:00,manual
e_000019596,Pay Invoice,2026-01-24 07:21:00,automated
e_000019597,Create Purchase Order,2026-01-02 11:52:00,manual
e_000019598,Approve Purchase Order,2026-01-02 14:52:00,manual
e_000019599,Send Purchase Order,2026-01-02 19:52:00,automated
e_000019600,Receive Goods,2026-01-06 19:52:00,manual
e_000019601,Record Goods Receipt,2026-01-06 23:52:00,manual
e_000019602,Receive Invoice,2026-01-13 23:52:00,manual
e_000019603,Match Invoice,2026-01-14 23:52:00,manual
e_000019604,Approve Invoice,2026-01-15 23:52:00,manual
e_000019605,Pay Invoice,2026-01-25 23:52:00,automated
e_000019606,Create Purchase Order,2026-01-03 02:13:00,automated
e_000019607,Request Purchase Order Change,2026-01-03 03:13:00,manual
e_000019608,Update Purchase Order,2026-01-03 09:13:00,manual
e_000019609,Approve Purchase Order,2026-01-03 15:13:00,manual
e_000019610,Send Purchase Order,2026-01-03 21:13:00,manual
e_000019611,Receive Goods,2026-01-06 21:13:00,manual
e_000019612,Record Goods Receipt,2026-01-07 05:13:00,manual
e_000019613,Receive Invoice,2026-01-13 05:13:00,automated
e_000019614,Match Invoice,2026-01-14 02:13:00,manual
e_000019615,Resolve Invoice Mismatch,2026-01-15 02:13:00,manual
e_000019616,Match Invoice,2026-01-15 08:13:00,ai_assisted
e_000019617,Approve Invoice,2026-01-16 00:13:00,automated
e_000019618,Pay Invoice,2026-01-26 00:13:00,manual
e_000019619,Create Purchase Order,2026-01-04 07:13:00,automated
e_000019620,Approve Purchase Order,2026-01-04 12:13:00,manual
e_000019621,Send Purchase Order,2026-01-04 17:13:00,manual
e_000019622,Receive Goods,2026-01-06 17:13:00,manual
e_000019623,Record Goods Receipt,2026-01-07 00:13:00,manual
e_000019624,Receive Invoice,2026-01-13 00:13:00,manual
e_000019625,Match Invoice,2026-01-22 16:13:00,ai_assisted
e_000019626,Resolve Invoice Mismatch,2026-01-24 01:13:00,human_in_loop
e_000019627,Match Invoice,2026-01-24 17:13:00,manual
e_000019628,Approve Invoice,2026-01-25 14:13:00,manual
e_000019629,Pay Invoice,2026-02-04 14:13:00,automated
e_000019630,Create Purchase Order,2026-01-04 10:18:00,automated
e_000019631,Approve Purchase Order,2026-01-04 15:18:00,manual
e_000019632,Send Purchase Order,2026-01-04 17:18:00,manual
e_000019633,Receive Goods,2026-01-06 17:18:00,automated
e_000019634,Record Goods Receipt,2026-01-07 01:18:00,manual
e_000019635,Receive Invoice,2026-01-08 01:18:00,automated
e_000019636,Match Invoice,2026-01-08 18:18:00,manual
e_000019637,Approve Invoice,2026-01-09 06:18:00,manual
e_000019638,Pay Invoice,2026-01-16 06:18:00,manual
e_000019639,Create Purchase Order,2026-01-04 08:45:00,automated
e_000019640,Approve Purchase Order,2026-01-04 15:45:00,manual
e_000019641,Send Purchase Order,2026-01-04 20:45:00,automated
e_000019642,Receive Goods,2026-01-05 20:45:00,manual
e_000019643,Record Goods Receipt,2026-01-06 06:45:00,manual
e_000019644,Receive Invoice,2026-01-11 06:45:00,manual
e_000019645,Match Invoice,2026-01-11 22:45:00,manual
e_000019646,Approve Invoice,2026-01-12 08:45:00,automated
e_000019647,Pay Invoice,2026-01-14 08:45:00,manual
e_000019648,Create Purchase Order,2026-01-02 07:49:00,automated
e_000019649,Approve Purchase Order,2026-01-02 09:49:00,human_in_loop
e_000019650,Send Purchase Order,2026-01-02 12:49:00,manual
e_000019651,Receive Goods,2026-01-06 12:49:00,manual
e_000019652,Record Goods Receipt,2026-01-06 20:49:00,manual
e_000019653,Receive Invoice,2026-01-12 20:49:00,automated
e_000019654,Match Invoice,2026-01-13 09:49:00,ai_assisted
e_000019655,Approve Invoice,2026-01-13 16:49:00,manual
e_000019656,Pay Invoice,2026-01-16 16:49:00,automated
e_000019657,Create Purchase Order,2026-01-04 04:16:00,manual
e_000019658,Approve Purchase Order,2026-01-04 08:16:00,human_in_loop
e_000019659,Send Purchase Order,2026-01-04 10:16:00,automated
e_000019660,Receive Goods,2026-01-05 10:16:00,ai_assisted
e_000019661,Record Goods Receipt,2026-01-05 20:16:00,manual
e_000019662,Receive Invoice,2026-01-10 20:16:00,automated
e_000019663,Match Invoice,2026-01-11 11:16:00,manual
e_000019664,Approve Invoice,2026-01-12 03:16:00,automated
e_000019665,Pay Invoice,2026-01-16 03:16:00,manual
e_000019666,Create Purchase Order,2026-01-04 22:27:00,automated
e_000019667,Request Purchase Order Change,2026-01-05 03:27:00,manual
e_000019668,Update Purchase Order,2026-01-05 11:27:00,manual
e_000019669,Approve Purchase Order,2026-01-05 12:27:00,manual
e_000019670,Send Purchase Order,2026-01-05 15:27:00,manual
e_000019671,Receive Goods,2026-01-06 15:27:00,manual
e_000019672,Record Goods Receipt,2026-01-06 21:27:00,manual
e_000019673,Receive Invoice,2026-01-08 21:27:00,manual
e_000019674,Match Invoice,2026-01-09 21:27:00,manual
e_000019675,Approve Invoice,2026-01-10 01:27:00,manual
e_000019676,Pay Invoice,2026-01-20 01:27:00,manual
e_000019677,Create Purchase Order,2026-01-01 15:28:00,automated
e_000019678,Approve Purchase Order,2026-01-01 20:28:00,manual
e_000019679,Send Purchase Order,2026-01-01 23:28:00,automated
e_000019680,Receive Goods,2026-01-05 23:28:00,automated
e_000019681,Record Goods Receipt,2026-01-06 00:28:00,human_in_loop
e_000019682,Receive Invoice,2026-01-09 00:28:00,automated
e_000019683,Match Invoice,2026-01-09 07:28:00,automated
e_000019684,Approve Invoice,2026-01-09 22:28:00,manual
e_000019685,Pay Invoice,2026-01-12 22:28:00,manual
e_000019686,Create Purchase Order,2026-01-03 22:44:00,manual
e_000019687,Approve Purchase Order,2026-01-04 02:44:00,manual
e_000019688,Send Purchase Order,2026-01-04 08:44:00,automated
e_000019689,Receive Goods,2026-01-05 08:44:00,human_in_loop
e_000019690,Record Goods Receipt,2026-01-05 16:44:00,manual
e_000019691,Receive Invoice,2026-01-11 16:44:00,automated
e_000019692,Match Invoice,2026-01-11 22:44:00,ai_assisted
e_000019693,Resolve Invoice Mismatch,2026-01-12 19:44:00,manual
e_000019694,Match Invoice,2026-01-13 16:44:00,manual
e_000019695,Approve Invoice,2026-01-13 22:44:00,manual
e_000019696,Pay Invoice,2026-01-21 22:44:00,automated
e_000019697,Create Purchase Order,2026-01-02 11:55:00,automated
e_000019698,Approve Purchase Order,2026-01-02 16:55:00,manual
e_000019699,Send Purchase Order,2026-01-02 19:55:00,automated
e_000019700,Receive Goods,2026-01-04 19:55:00,manual
e_000019701,Record Goods Receipt,2026-01-05 04:55:00,automated
e_000019702,Receive Invoice,2026-01-10 04:55:00,automated
e_000019703,Match Invoice,2026-01-10 21:55:00,manual
e_000019704,Approve Invoice,2026-01-11 14:55:00,ai_assisted
e_000019705,Pay Invoice,2026-01-16 14:55:00,automated
e_000019706,Receive Invoice,2026-01-19 14:55:00,automated
e_000019707,Match Invoice,2026-01-20 13:55:00,ai_assisted
e_000019708,Approve Invoice,2026-01-21 08:55:00,manual
e_000019709,Pay Invoice,2026-01-26 08:55:00,automated
e_000019710,Create Purchase Order,2026-01-05 03:15:00,automated
e_000019711,Approve Purchase Order,2026-01-05 09:15:00,manual
e_000019712,Send Purchase Order,2026-01-05 12:15:00,manual
e_000019713,Receive Goods,2026-01-10 12:15:00,manual
e_000019714,Record Goods Receipt,2026-01-10 16:15:00,manual
e_000019715,Receive Invoice,2026-01-11 16:15:00,automated
e_000019716,Match Invoice,2026-01-22 09:15:00,manual
e_000019717,Approve Invoice,2026-01-22 19:15:00,human_in_loop
e_000019718,Pay Invoice,2026-01-24 19:15:00,manual
e_000019719,Create Purchase Order,2026-01-05 10:26:00,manual
e_000019720,Approve Purchase Order,2026-01-05 11:26:00,manual
e_000019721,Send Purchase Order,2026-01-05 16:26:00,automated
e_000019722,Receive Goods,2026-01-07 16:26:00,manual
e_000019723,Record Goods Receipt,2026-01-08 02:26:00,human_in_loop
e_000019724,Receive Invoice,2026-01-09 02:26:00,automated
e_000019725,Match Invoice,2026-01-20 01:26:00,automated
e_000019726,Approve Invoice,2026-01-20 19:26:00,manual
e_000019727,Pay Invoice,2026-01-28 19:26:00,automated
e_000019728,Receive Invoice,2026-02-04 19:26:00,manual
e_000019729,Match Invoice,2026-02-07 02:26:00,manual
e_000019730,Approve Invoice,2026-02-08 02:26:00,manual
e_000019731,Pay Invoice,2026-02-14 02:26:00,automated
e_000019732,Create Purchase Order,2026-01-03 15:15:00,automated
e_000019733,Approve Purchase Order,2026-01-03 17:15:00,manual
e_000019734,Send Purchase Order,2026-01-03 18:15:00,manual
e_000019735,Receive Goods,2026-01-06 18:15:00,ai_assisted
e_000019736,Record Goods Receipt,2026-01-06 22:15:00,automated
e_000019737,Receive Invoice,2026-01-08 22:15:00,automated
e_000019738,Match Invoice,2026-01-09 16:15:00,automated
e_000019739,Resolve Invoice Mismatch,2026-01-11 02:15:00,manual
e_000019740,Match Invoice,2026-01-11 21:15:00,ai_assisted
e_000019741,Approve Invoice,2026-01-12 12:15:00,manual
e_000019742,Pay Invoice,2026-01-19 12:15:00,manual
e_000019743,Create Purchase Order,2026-01-03 07:46:00,automated
e_000019744,Approve Purchase Order,2026-01-03 14:46:00,manual
e_000019745,Send Purchase Order,2026-01-03 15:46:00,human_in_loop
e_000019746,Receive Goods,2026-01-06 15:46:00,manual
e_000019747,Record Goods Receipt,2026-01-06 18:46:00,manual
e_000019748,Receive Invoice,2026-01-09 18:46:00,manual
e_000019749,Match Invoice,2026-01-16 00:46:00,human_in_loop
e_000019750,Approve Invoice,2026-01-16 13:46:00,manual
e_000019751,Pay Invoice,2026-01-26 13:46:00,automated
e_000019752,Receive Invoice,2026-01-30 13:46:00,automated
e_000019753,Match Invoice,2026-02-06 21:46:00,manual
e_000019754,Approve Invoice,2026-02-07 16:46:00,manual
e_000019755,Pay Invoice,2026-02-08 16:46:00,ai_assisted
e_000019756,Create Purchase Order,2026-01-01 19:13:00,automated
e_000019757,Approve Purchase Order,2026-01-01 20:13:00,manual
e_000019758,Send Purchase Order,2026-01-02 01:13:00,manual
e_000019759,Receive Goods,2026-01-05 01:13:00,automated
e_000019760,Record Goods Receipt,2026-01-05 07:13:00,manual
e_000019761,Receive Goods,2026-01-09 07:13:00,manual
e_000019762,Record Goods Receipt,2026-01-09 11:13:00,manual
e_000019763,Receive Invoice,2026-01-11 11:13:00,manual
e_000019764,Match Invoice,2026-01-12 08:13:00,manual
e_000019765,Approve Invoice,2026-01-12 14:13:00,human_in_loop
e_000019766,Pay Invoice,2026-01-14 14:13:00,automated
e_000019767,Create Purchase Order,2026-01-01 09:21:00,automated
e_000019768,Approve Purchase Order,2026-01-01 16:21:00,manual
e_000019769,Send Purchase Order,2026-01-01 20:21:00,manual
e_000019770,Receive Goods,2026-01-06 20:21:00,human_in_loop
e_000019771,Record Goods Receipt,2026-01-07 04:21:00,ai_assisted
e_000019772,Receive Invoice,2026-01-12 04:21:00,manual
e_000019773,Match Invoice,2026-01-12 16:21:00,manual
e_000019774,Approve Invoice,2026-01-13 09:21:00,manual
e_000019775,Pay Invoice,2026-01-17 09:21:00,automated
e_000019776,Create Purchase Order,2026-01-01 11:58:00,automated
e_000019777,Approve Purchase Order,2026-01-01 18:58:00,manual
e_000019778,Send Purchase Order,2026-01-01 19:58:00,automated
e_000019779,Receive Goods,2026-01-05 19:58:00,manual
e_000019780,Record Goods Receipt,2026-01-05 20:58:00,automated
e_000019781,Receive Invoice,2026-01-07 20:58:00,ai_assisted
e_000019782,Match Invoice,2026-01-08 11:58:00,manual
e_000019783,Approve Invoice,2026-01-08 23:58:00,manual
e_000019784,Pay Invoice,2026-01-17 23:58:00,ai_assisted
e_000019785,Create Purchase Order,2026-01-02 03:25:00,automated
e_000019786,Approve Purchase Order,2026-01-02 08:25:00,automated
e_000019787,Send Purchase Order,2026-01-02 14:25:00,ai_assisted
e_000019788,Receive Goods,2026-01-07 14:25:00,human_in_loop
e_000019789,Record Goods Receipt,2026-01-07 22:25:00,manual
e_000019790,Receive Invoice,2026-01-09 22:25:00,automated
e_000019791,Match Invoice,2026-01-10 01:25:00,automated
e_000019792,Approve Invoice,2026-01-10 05:25:00,manual
e_000019793,Pay Invoice,2026-01-13 05:25:00,manual
e_000019794,Create Purchase Order,2026-01-03 12:19:00,automated
e_000019795,Request Purchase Order Change,2026-01-03 13:19:00,manual
e_000019796,Update Purchase Order,2026-01-03 16:19:00,automated
e_000019797,Approve Purchase Order,2026-01-03 22:19:00,manual
e_000019798,Send Purchase Order,2026-01-04 00:19:00,automated
e_000019799,Receive Goods,2026-01-05 00:19:00,automated
e_000019800,Record Goods Receipt,2026-01-05 08:19:00,manual
e_000019801,Receive Invoice,2026-01-08 08:19:00,manual
e_000019802,Match Invoice,2026-01-08 11:19:00,ai_assisted
e_000019803,Approve Invoice,2026-01-08 19:19:00,manual
e_000019804,Pay Invoice,2026-01-15 19:19:00,manual
e_000019805,Receive Invoice,2026-01-17 19:19:00,manual
e_000019806,Match Invoice,2026-01-18 11:19:00,automated
e_000019807,Approve Invoice,2026-01-18 22:19:00,manual
e_000019808,Pay Invoice,2026-01-25 22:19:00,automated
e_000019809,Create Purchase Order,2026-01-02 12:30:00,manual
e_000019810,Approve Purchase Order,2026-01-08 16:30:00,human_in_loop
e_000019811,Send Purchase Order,2026-01-08 19:30:00,automated
e_000019812,Receive Goods,2026-01-10 19:30:00,manual
e_000019813,Record Goods Receipt,2026-01-11 02:30:00,human_in_loop
e_000019814,Receive Invoice,2026-01-15 02:30:00,manual
e_000019815,Match Invoice,2026-01-25 15:30:00,manual
e_000019816,Approve Invoice,2026-01-25 22:30:00,manual
e_000019817,Pay Invoice,2026-02-01 22:30:00,automated
e_000019818,Receive Invoice,2026-02-04 22:30:00,automated
e_000019819,Match Invoice,2026-02-13 19:30:00,automated
e_000019820,Approve Invoice,2026-02-14 01:30:00,manual
e_000019821,Pay Invoice,2026-02-16 01:30:00,ai_assisted
e_000019822,Create Purchase Order,2026-01-05 06:06:00,manual
e_000019823,Approve Purchase Order,2026-01-05 14:06:00,manual
